timestamp,pid,cpu_percent,memory_percent,rss_kb,command
2026-08-18T00:38:01+0700,87755,0.8,0.3,45344,node server.js
2026-08-18T00:38:02+0700,87755,4.0,0.3,44944,node server.js
2026-08-18T00:38:03+0700,87755,3.3,0.3,42336,node server.js
2026-08-18T00:38:05+0700,87755,3.9,0.2,36128,node server.js
2026-08-18T00:38:06+0700,87755,2.7,0.2,36880,node server.js
2026-08-18T00:38:07+0700,87755,2.2,0.2,37776,node server.js
2026-08-18T00:38:08+0700,87755,5.2,0.2,33568,node server.js
2026-08-18T00:38:09+0700,87755,5.0,0.2,40192,node server.js
2026-08-18T00:38:10+0700,87755,5.4,0.2,41744,node server.js
2026-08-18T00:38:11+0700,87755,4.1,0.2,41872,node server.js
2026-08-18T00:38:12+0700,87755,3.9,0.3,44208,node server.js
2026-08-18T00:38:13+0700,87755,3.0,0.3,45200,node server.js
2026-08-18T00:38:14+0700,87755,2.5,0.3,45184,node server.js
2026-08-18T00:38:15+0700,87755,1.9,0.3,44448,node server.js
2026-08-18T00:38:16+0700,87755,2.1,0.3,45040,node server.js
2026-08-18T00:38:17+0700,87755,1.7,0.3,45040,node server.js
2026-08-18T00:38:18+0700,87755,3.4,0.3,42224,node server.js
2026-08-18T00:38:19+0700,87755,2.8,0.2,39120,node server.js
2026-08-18T00:38:20+0700,87755,2.6,0.2,41120,node server.js
2026-08-18T00:38:21+0700,87755,1.6,0.2,37616,node server.js
2026-08-18T00:38:22+0700,87755,0.7,0.2,38560,node server.js
2026-08-18T00:38:23+0700,87755,1.9,0.3,44080,node server.js
2026-08-18T00:38:24+0700,87755,0.8,0.2,40800,node server.js
2026-08-18T00:38:25+0700,87755,0.5,0.2,37616,node server.js
2026-08-18T00:38:26+0700,87755,0.7,0.2,37872,node server.js
2026-08-18T00:38:28+0700,87755,1.0,0.2,32544,node server.js
2026-08-18T00:38:29+0700,87755,0.9,0.2,32736,node server.js
2026-08-18T00:38:30+0700,87755,1.1,0.2,34048,node server.js
2026-08-18T00:38:31+0700,87755,1.5,0.2,33888,node server.js
