timestamp,pid,cpu_percent,memory_percent,rss_kb,command
2026-08-16T13:41:55+0700,83717,0.0,0.1,13744,/opt/homebrew/bin/node server.js
2026-08-16T13:41:56+0700,83717,0.0,0.1,13744,/opt/homebrew/bin/node server.js
2026-08-16T13:41:57+0700,83717,0.0,0.1,13744,/opt/homebrew/bin/node server.js
2026-08-16T13:41:58+0700,83717,0.0,0.1,13744,/opt/homebrew/bin/node server.js
2026-08-16T13:41:59+0700,83717,4.0,0.1,24752,/opt/homebrew/bin/node server.js
2026-08-16T13:42:00+0700,83717,0.3,0.2,25392,/opt/homebrew/bin/node server.js
2026-08-16T13:42:01+0700,83717,0.6,0.2,25728,/opt/homebrew/bin/node server.js
2026-08-16T13:42:02+0700,83717,1.0,0.2,30384,/opt/homebrew/bin/node server.js
2026-08-16T13:42:03+0700,83717,1.0,0.2,30848,/opt/homebrew/bin/node server.js
2026-08-16T13:42:04+0700,83717,0.8,0.2,31008,/opt/homebrew/bin/node server.js
2026-08-16T13:42:05+0700,83717,1.0,0.2,29200,/opt/homebrew/bin/node server.js
2026-08-16T13:42:06+0700,83717,0.7,0.2,29792,/opt/homebrew/bin/node server.js
2026-08-16T13:42:07+0700,83717,1.0,0.2,30432,/opt/homebrew/bin/node server.js
2026-08-16T13:42:08+0700,83717,2.4,0.2,30240,/opt/homebrew/bin/node server.js
2026-08-16T13:42:09+0700,83717,0.9,0.2,30480,/opt/homebrew/bin/node server.js
2026-08-16T13:42:10+0700,83717,1.6,0.2,28976,/opt/homebrew/bin/node server.js
2026-08-16T13:42:12+0700,83717,1.2,0.2,29120,/opt/homebrew/bin/node server.js
2026-08-16T13:42:13+0700,83717,2.2,0.2,29680,/opt/homebrew/bin/node server.js
2026-08-16T13:42:14+0700,83717,3.3,0.2,30416,/opt/homebrew/bin/node server.js
2026-08-16T13:42:15+0700,83717,2.3,0.2,30368,/opt/homebrew/bin/node server.js
2026-08-16T13:42:16+0700,83717,3.8,0.2,30256,/opt/homebrew/bin/node server.js
2026-08-16T13:42:17+0700,83717,4.5,0.2,30768,/opt/homebrew/bin/node server.js
2026-08-16T13:42:18+0700,83717,4.2,0.2,30912,/opt/homebrew/bin/node server.js
2026-08-16T13:42:19+0700,83717,3.3,0.2,31232,/opt/homebrew/bin/node server.js
2026-08-16T13:42:20+0700,83717,3.7,0.2,31776,/opt/homebrew/bin/node server.js
2026-08-16T13:42:21+0700,83717,4.1,0.2,31440,/opt/homebrew/bin/node server.js
2026-08-16T13:42:22+0700,83717,4.6,0.2,31904,/opt/homebrew/bin/node server.js
2026-08-16T13:42:23+0700,83717,2.5,0.2,32288,/opt/homebrew/bin/node server.js
2026-08-16T13:42:24+0700,83717,6.1,0.2,32240,/opt/homebrew/bin/node server.js
2026-08-16T13:42:25+0700,83717,12.1,0.2,36752,/opt/homebrew/bin/node server.js
2026-08-16T13:42:26+0700,83717,5.2,0.2,37248,/opt/homebrew/bin/node server.js
2026-08-16T13:42:27+0700,83717,8.2,0.2,38720,/opt/homebrew/bin/node server.js
2026-08-16T13:42:28+0700,83717,7.3,0.2,39312,/opt/homebrew/bin/node server.js
2026-08-16T13:42:29+0700,83717,9.0,0.2,40800,/opt/homebrew/bin/node server.js
2026-08-16T13:42:30+0700,83717,8.5,0.2,38144,/opt/homebrew/bin/node server.js
2026-08-16T13:42:31+0700,83717,8.3,0.2,38112,/opt/homebrew/bin/node server.js
2026-08-16T13:42:32+0700,83717,8.7,0.2,39248,/opt/homebrew/bin/node server.js
2026-08-16T13:42:33+0700,83717,6.9,0.2,39920,/opt/homebrew/bin/node server.js
2026-08-16T13:42:34+0700,83717,7.9,0.2,37808,/opt/homebrew/bin/node server.js
2026-08-16T13:42:35+0700,83717,9.8,0.2,34976,/opt/homebrew/bin/node server.js
2026-08-16T13:42:36+0700,83717,10.1,0.2,33264,/opt/homebrew/bin/node server.js
2026-08-16T13:42:37+0700,83717,10.6,0.2,35520,/opt/homebrew/bin/node server.js
2026-08-16T13:42:39+0700,83717,13.5,0.3,42912,/opt/homebrew/bin/node server.js
2026-08-16T13:42:40+0700,83717,10.6,0.3,42512,/opt/homebrew/bin/node server.js
2026-08-16T13:42:41+0700,83717,11.1,0.2,41936,/opt/homebrew/bin/node server.js
2026-08-16T13:42:42+0700,83717,4.3,0.2,31552,/opt/homebrew/bin/node server.js
2026-08-16T13:42:43+0700,83717,8.2,0.2,40048,/opt/homebrew/bin/node server.js
2026-08-16T13:42:44+0700,83717,6.2,0.2,40624,/opt/homebrew/bin/node server.js
2026-08-16T13:42:45+0700,83717,5.6,0.3,42240,/opt/homebrew/bin/node server.js
2026-08-16T13:42:46+0700,83717,6.8,0.3,44000,/opt/homebrew/bin/node server.js
2026-08-16T13:42:47+0700,83717,6.2,0.3,44400,/opt/homebrew/bin/node server.js
2026-08-16T13:42:48+0700,83717,7.9,0.3,45472,/opt/homebrew/bin/node server.js
2026-08-16T13:42:49+0700,83717,8.2,0.3,46176,/opt/homebrew/bin/node server.js
